index,key_bom,key_wiki,key_omdb,title,year,budget,gross,revenue,release_date,release_month,release_quarter,release_day_of_the_year,release_week_of_the_year,holiday_season,runtime,mpaa_rating,wiki_editing,wiki_studio,actor,director,writer,distributor,composer,cinematographer,producer,actor_clean,director_clean,writer_clean,distributor_clean,composer_clean,cinematographer_clean,producer_clean,actor_score,director_score,writer_score,distributor_score,composer_score,cinematographer_score,producer_score
1844,b4609,w13353,,flirting with disaster ,1996,7000000.0,14702438.0,1.1003482857142857,1996-03-22 00:00:00,3.0,1.0,82.0,11.0,0.0,92.0,4.0,[Christopher Tellefsen],,"""['Ben Stiller', 'Tea Leoni', 'Alan Alda', 'Lily Tomlin', 'Josh Brolin']""",['David O. Russell'],['David O. Russell'],Miramax,[Stephen Endelman],[Eric Alan Edwards],[Dean Silvers],"['Ben Stiller', 'Tea Leoni', 'Alan Alda', 'Lily Tomlin', 'Josh Brolin']",['David O. Russell'],['David O. Russell'],['Miramax'],['Stephen Endelman'],['Eric Alan Edwards'],['Dean Silvers'],479365.2189609558,27.29417114285714,23.126171142857142,395.84360476501183,-1.4812730595238097,20.89627282711154,0.11380195238095248
1845,b4613,w13376,,flower drum song ,1961,4000000.0,5000000.0,0.25,2061-11-09 00:00:00,11.0,4.0,313.0,45.0,0.0,132.0,6.0,[Milton Carruth],,"""['Nancy Kwan', 'James Shigeta', 'Juanita Hall', 'Jack Soo', 'Miyoshi Umeki', 'Benson Fong']""",['Henry Koster'],['Joseph Fields'],Universal,"""['Oscar Hammerstein II ', 'Richard Rodgers ']""",['Russell Metty'],['Ross Hunter'],"['Nancy Kwan', 'James Shigeta', 'Juanita Hall', 'Jack Soo', 'Miyoshi Umeki', 'Benson Fong']",['Henry Koster'],['Joseph Fields'],['Universal'],"['Oscar Hammerstein II ', 'Richard Rodgers ']",['Russell Metty'],['Ross Hunter'],3.601003857142857,0.25,0.25,5289808.384345475,75.25842450232695,10.951527571423593,0.25
1846,b4616,w13385,,flubber ,1997,80000000.0,178000000.0,1.225,1997-11-26 00:00:00,11.0,4.0,330.0,47.0,1.0,93.0,2.0,"""[Harvey Rosenstock, Michael A. Stevenson]""",[Walt Disney Pictures],['Robin Williams'],,['John Hughes'],Buena Vista,['Danny Elfman'],[Dean Cundey],['John Hughes'],['Robin Williams'],[''],['John Hughes'],['Buena Vista'],['Danny Elfman'],['Dean Cundey'],['John Hughes'],100.11883873460322,0.0,123.13469294782605,9337938.263981039,220.74782339161246,89.42303534562608,104.50904054467365
1847,b4618,w13391,o20315,flushed away,yes,149000000.0,178000000.0,0.19463087248322147,2006-11-03 00:00:00,11.0,4.0,307.0,44.0,1.0,84.0,2.0,"""[Eric Dapkewicz, John Venzon]""","""[Aardman Animations, DreamWorks Animation]""","""['Andy Serkis', 'Hugh Jackman', 'Kate Winslet', 'Ian McKellen', 'Tom McGrath*']""","""['David Bowers', 'Sam Fell']""",,Paramount (DreamWorks),[],,['Peter Lord'],"['Andy Serkis', 'Hugh Jackman', 'Kate Winslet', 'Ian McKellen', 'Tom McGrath']","['David Bowers', 'Sam Fell']",[''],['Paramount (DreamWorks)'],[''],[''],['Peter Lord'],2490073.38095352,6.214759580464278,0.0,8579701.403204354,0.0,0.0,4.6646308724832215
1848,b4620,w13401,,fly me to the moon ,2008,25000000.0,41700000.0,0.6679999999999999,2008-08-15 00:00:00,8.0,3.0,228.0,32.0,0.0,,7.0,[Kerry Fulton],,"""['Christopher Lloyd ', 'Nicollette Sheridan ', 'Tim Curry ']""",,,Summit Entertainment,['Ramin Djawadi'],,['Charlotte Huggins'],"['Christopher Lloyd ', 'Nicollette Sheridan ', 'Tim Curry ']",[''],[''],['Summit Entertainment'],['Ramin Djawadi'],[''],['Charlotte Huggins'],2.452333333333333,0.0,0.0,4858034.050531748,17.391569344130694,0.0,5.983821885416667
1849,b4621,w13405,,flyboys ,2006,60000000.0,17834865.0,-0.70275225,2006-09-22 00:00:00,9.0,3.0,265.0,38.0,0.0,138.0,3.0,"""[Chris Blunden, Ron Rosen]""","""[Ingenious Film Partners, Electric Entertainment, Skydance Productions]""","""['James Franco', 'Jean Reno', 'Martin Henderson', 'Tcheky Karyo']""",['Tony Bill'],,MGM,['Trevor Rabin'],[Henry Braham],['Dean Devlin'],"['James Franco', 'Jean Reno', 'Martin Henderson', 'Tcheky Karyo']",['Tony Bill'],[''],['MGM'],['Trevor Rabin'],['Henry Braham'],['Dean Devlin'],51.227306009951704,6.839093499999999,0.0,1642114.0117335503,23.376600523120246,0.04017389285714301,14.388278053030303
1850,b4622,w13414,o73,flying down to rio,1933,462000.0,1545000.0,2.344155844155844,2033-12-22 00:00:00,12.0,4.0,356.0,51.0,0.0,89.0,6.0,[Jack Kitchin],[RKO Radio Pictures],"""['Dolores Del Rio', 'Gene Raymond', 'Raul Roulien', 'Ginger Rogers', 'Fred Astaire']""",['Thornton Freeland'],,RKO,"""['Vincent Youmans ', 'Edward Eliscu ', 'Gus Kahn ']""",[J. Roy Hunt],"""['Merian C. Cooper ', 'Louis Brock ']""","['Dolores Del Rio', 'Gene Raymond', 'Raul Roulien', 'Ginger Rogers', 'Fred Astaire']",['Thornton Freeland'],[''],['RKO'],"['Vincent Youmans ', 'Edward Eliscu ', 'Gus Kahn ']",['J. Roy Hunt'],"['Merian C. Cooper ', 'Louis Brock ']",31.48921694152302,2.344155844155844,0.0,79.24136141021651,7.032467532467532,2.344155844155844,8.833864248958589
1851,,w13422,,flying high (1931 film),,634000.0,657000.0,0.03627760252365931,,,,,,,,,[William S. Gray],[Metro-Goldwyn-Mayer],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,,w13443,,flywheel ,,20000.0,37000.0,0.85,,,,,,,,,"""[Alex Kendrick, Mark Mitchell]""",[Sherwood Pictures],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,,w13445,,focus (2015 film),,50100000.0,159100000.0,2.1756487025948106,,,,,,,,,[Jan Kovac],"""[RatPac-Dune Entertainment, Di Novi Pictures, Kramer & Sigman Films, Overbrook Entertainment, Zaftig Films]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,b4636,w13470,o17020,follow the fleet,1936,747000.0,2727000.0,2.6506024096385543,2036-02-20 00:00:00,2.0,1.0,51.0,7.0,0.0,110.0,6.0,[Henry Berman],,"""['Fred Astaire', 'Ginger Rogers', 'Randolph Scott', 'Harriet Hilliard', 'Astrid Allwyn']""",['Mark Sandrich'],"""['Dwight Taylor', 'Allan Scott']""",RKO,['Irving Berlin '],[David Abel],['David Belasco'],"['Fred Astaire', 'Ginger Rogers', 'Randolph Scott', 'Harriet Hilliard', 'Astrid Allwyn']",['Mark Sandrich'],"['Dwight Taylor', 'Allan Scott']",['RKO'],['Irving Berlin '],['David Abel'],['David Belasco'],38.641998548937494,6.315509516511156,6.488894022102538,79.24136141021651,2.6506024096385543,6.299830074002445,2.6506024096385543
1855,b4641,w13492,o3373,foodfight!,2012,45000000.0,73706.0,-0.9983620888888888,2013-02-12 00:00:00,2.0,1.0,43.0,6.0,1.0,87.0,2.0,"""[Ann Hoyt, Ray Mupas, Craig Paulsen, Sean Rourke]""",,"""['Hilary Duff', 'Haylie Duff', 'Charlie Sheen', 'Eva Longoria', 'Wayne Brady', 'Christopher Lloyd']""",['Larry Kasanoff'],,Lionsgate,[Walter Murphy],,"""[George Johnsen, Lawrence Kasanoff, Joshua Wexler]""","['Hilary Duff', 'Haylie Duff', 'Charlie Sheen', 'Eva Longoria', 'Wayne Brady', 'Christopher Lloyd']",['Larry Kasanoff'],[''],['Lionsgate'],['Walter Murphy'],[''],"['George Johnsen', 'Lawrence Kasanoff', 'Joshua Wexler']",86.1242782369103,-0.9983620888888888,0.0,194.92937217490604,10.960951636601308,0.0,2.788247066666666
1856,b4642,w13496,,fool for love ,1985,2000000.0,900000.0,-0.55,1985-12-06 00:00:00,12.0,4.0,340.0,48.0,0.0,106.0,4.0,"""[Stephen P. Dunn, Luce Grunenwaldt]""",,"""['Sam Shepard', 'Kim Basinger', 'Randy Quaid']""",['Robert Altman'],,Cannon Films,[George Burt],[Pierre Mignot],,"['Sam Shepard', 'Kim Basinger', 'Randy Quaid']",['Robert Altman'],[''],['Cannon Films'],['George Burt'],['Pierre Mignot'],[''],1100055.8768400794,6.352567348932806,0.0,1376062029112.4434,-0.55,-0.55,0.0
1857,,w13501,,fool's gold (2008 film),,70000000.0,111231041.0,0.5890148714285715,,,,,,,,,"""[Troy Takaki, Tracey Wadmore-Smith]""",,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1858,,w13516,,fools rush in (1997 film),,20000000.0,29481428.0,0.4740714,,,,,,,,,[Roger Bondelli],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1859,,w13526,,footloose (1984 film),,8199999.999999999,80000000.0,8.756097560975611,,,,,,,,,[Paul Hirsch],[IndieProd Company Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1860,b4651,w13527,,footloose (2011 film),2011,24.0,63500000.0,2645832.333333333,2011-10-14 00:00:00,10.0,4.0,287.0,41.0,1.0,113.0,3.0,[Billy Fox],"""[Spyglass Entertainment, MTV Films, Dylan Sellers, Zadan/Meron, Weston Pictures]""","""['Julianne Hough', 'Andie MacDowell', 'Dennis Quaid', 'Miles Teller', 'Kenny Wormald']""",['Craig Brewer'],['Craig Brewer'],Paramount,['Deborah Lurie'],['Amy Vincent'],"""['Gary Barber', 'Roger Birnbaum', 'Jonathan Glickman', 'Neil Meron', 'Craig Zadan']""","['Julianne Hough', 'Andie MacDowell', 'Dennis Quaid', 'Miles Teller', 'Kenny Wormald']",['Craig Brewer'],['Craig Brewer'],['Paramount'],['Deborah Lurie'],['Amy Vincent'],"['Gary Barber', 'Roger Birnbaum', 'Jonathan Glickman', 'Neil Meron', 'Craig Zadan']",15845264.655833935,2645839.7619047617,2645839.7619047617,10229619.047976788,2645839.47533822,2645843.942500476,13229309.78005231
1861,b4655,w13545,o7997,for colored girls,2010,21000000.0,38000000.0,0.8095238095238095,2010-11-05 00:00:00,11.0,4.0,309.0,44.0,1.0,133.0,4.0,[Maysie Hoy],"""[34th Street Films, Tyler Perry Studios]""","""['Kimberly Elise', 'Janet Jackson', 'Loretta Devine', 'Thandie Newton', 'Anika Noni Rose', 'Kerry Washington', 'Whoopi Goldberg', 'Macy Gray', 'Michael Ealy']""",['Tyler Perry'],['Tyler Perry'],Lionsgate,['Aaron Zigman'],[Alexander Gruszynski],"""['Paul Hall', 'Tyler Perry']""","['Kimberly Elise', 'Janet Jackson', 'Loretta Devine', 'Thandie Newton', 'Anika Noni Rose', 'Kerry Washington', 'Whoopi Goldberg', 'Macy Gray', 'Michael Ealy']",['Tyler Perry'],['Tyler Perry'],['Lionsgate'],['Aaron Zigman'],['Alexander Gruszynski'],"['Paul Hall', 'Tyler Perry']",1102938.1048456407,3.5495238095238095,3.5495238095238095,194.92937217490604,66.67675105176966,8.7334114996818,5.909047619047619
1862,,w13558,o5549,for love of ivy,1968,2590000.0,7270000.0,1.806949806949807,2068-07-17 00:00:00,7.0,3.0,199.0,29.0,0.0,101.0,7.0,[],[Palomar Pictures],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1863,b4660,w13559,,for love of the game ,1999,80000000.0,46100000.0,-0.42375,1999-09-17 00:00:00,9.0,3.0,260.0,37.0,0.0,138.0,3.0,"""[Eric L. Beason, Arthur Coburn]""",,"""['Kevin Costner', 'Kelly Preston', 'John C. Reilly', 'Jena Malone', 'Brian Cox', 'J.K. Simmons']""",['Sam Raimi'],['Dana Stevens'],Universal,[Basil Poledouris],[John Bailey],['Marc Abraham'],"['Kevin Costner', 'Kelly Preston', 'John C. Reilly', 'Jena Malone', 'Brian Cox', 'J.K. Simmons']",['Sam Raimi'],['Dana Stevens'],['Universal'],['Basil Poledouris'],['John Bailey'],['Marc Abraham'],41949095.77081196,7.501138730927796,2.1889772727272727,5289808.384345475,21.268411745650727,34.29775010025882,53.70102540424571
1864,b4662,w13562,,for me and my gal ,1942,841000.0,4371000.0,4.1973840665873965,2042-10-21 00:00:00,10.0,4.0,294.0,42.0,0.0,104.0,6.0,[Ben Lewis],[Metro-Goldwyn-Mayer],"""['Judy Garland', 'George Murphy', 'Gene Kelly']""",['Busby Berkeley'],"""['Richard Sherman', 'Fred F. Finklehoffe', 'Sid Silvers', 'Howard Emmett Rogers ']""",MGM,[Roger Edens],[William H. Daniels],['Arthur Freed'],"['Judy Garland', 'George Murphy', 'Gene Kelly']",['Busby Berkeley'],"['Richard Sherman', 'Fred F. Finklehoffe', 'Sid Silvers', 'Howard Emmett Rogers ']",['MGM'],['Roger Edens'],['William H. Daniels'],['Arthur Freed'],34.81617137139388,4.1973840665873965,23.443256377589904,1642114.0117335503,4.1973840665873965,4.1973840665873965,17.193692926242342
1865,b4675,w13576,o13749,for the boys,1991,40000000.0,23202444.0,-0.4199389,1991-11-22 00:00:00,11.0,4.0,326.0,46.0,1.0,138.0,4.0,"""[Gerald B. Greenberg, (as Jerry Greenberg), Jere Huggins]""",,"""['Bette Midler', 'Billy Bob Thornton*']""",Mark Rydell,,Fox,[Dave Grusin],[Stephen Goldblatt],[Bonnie Bruckheimer],"['Bette Midler', 'Billy Bob Thornton']",['Mark Rydell'],[''],['Fox'],['Dave Grusin'],['Stephen Goldblatt'],['Bonnie Bruckheimer'],55.135579526603365,7.2844086321162935,0.0,13539473.716561431,74.97203362280311,28.892749615108894,0.40146996363636367
1866,,w13582,,for the first time (1959 film),,500000.0,1685000.0,2.37,,,,,,,,,[],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1867,b4668,w13602,,for your consideration ,2006,12000000.0,5900000.0,-0.5083333333333333,2006-11-17 00:00:00,11.0,4.0,321.0,46.0,1.0,86.0,3.0,[Robert Leighton],"""[Castle Rock Entertainment, Shangri-La Entertainment]""","""['Christopher Guest', 'Ricky Gervais', 'Eugene Levy', """"Catherine O'Hara"""", 'Fred Willard', 'Jennifer Coolidge', 'Parker Posey', 'John Krasinski*']""",,,Warner Independent,[C. J. Vanston],[Roberto Schaefer],[Karen Murphy],"['Christopher Guest', 'Ricky Gervais', 'Eugene Levy', 'Catherine OHara', 'Fred Willard', 'Jennifer Coolidge', 'Parker Posey', 'John Krasinski']",[''],[''],['Warner Independent'],['C. J. Vanston'],['Roberto Schaefer'],['Karen Murphy'],3671250.2985919197,0.0,0.0,5.235977745711488,-0.5083333333333333,16.233538166666666,2.6583333333333337
1868,b4681,w13621,o15156,forbidden planet,1956,1968000.0,2765000.0,0.404979674796748,2056-03-15 00:00:00,3.0,1.0,75.0,11.0,0.0,98.0,6.0,[Ferris Webster],[Metro-Goldwyn-Mayer Corp.],"""['Walter Pidgeon', 'Anne Francis', 'Leslie Nielsen', 'Warren Stevens', 'Jack Kelly', 'Earl Holliman']""",['Fred M. Wilcox'],['Cyril Hume'],MGM,"""['Louis Barron', 'Bebe Barron']""",['George J. Folsey'],['Nicholas Nayfack'],"['Walter Pidgeon', 'Anne Francis', 'Leslie Nielsen', 'Warren Stevens', 'Jack Kelly', 'Earl Holliman']",['Fred M. Wilcox'],['Cyril Hume'],['MGM'],"['Louis Barron', 'Bebe Barron']",['George J. Folsey'],['Nicholas Nayfack'],67.94571007772947,0.404979674796748,0.404979674796748,1642114.0117335503,0.809959349593496,9.685251653545693,0.404979674796748
1869,b4687,w13643,,foreign correspondent ,1940,1484167.0,1598435.0,0.07699133588066571,2040-08-16 00:00:00,8.0,3.0,229.0,33.0,0.0,120.0,6.0,[Dorothy Spencer],[Walter Wanger Productions],"""['Joel McCrea', 'Laraine Day', 'Herbert Marshall', 'George Sanders', 'Albert Basserman', 'Robert Benchley', 'Edmund Gwenn']""",['Alfred Hitchcock'],"""['Charles Bennett', 'Joan Harrison', 'James Hilton ', 'Robert Benchley ']""",United Artists,['Alfred Newman'],['Rudolph Mate'],['Walter Wanger '],"['Joel McCrea', 'Laraine Day', 'Herbert Marshall', 'George Sanders', 'Albert Basserman', 'Robert Benchley', 'Edmund Gwenn']",['Alfred Hitchcock'],"['Charles Bennett', 'Joan Harrison', 'James Hilton ', 'Robert Benchley ']",['United Artists'],['Alfred Newman'],['Rudolph Mate'],['Walter Wanger '],12.648732080291069,89.19270451783062,1.0761615460543086,13018.313498207639,16.297187189348758,1.5604332468470066,0.07699133588066571
1870,,w13661,,forever amber ,,6000000.0,5000000.0,-0.16666666666666666,,,,,,,,,[Louis R. Loeffler],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1871,,w13679,,forget me not (2009 film),,1300000.0,10345.0,-0.9920423076923076,,,,,,,,,[Radu Ion],[Vindicated Pictures],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1872,b4695,w13680,o20667,forget paris,1995,21000000.0,33177694.0,0.5798901904761905,1995-05-19 00:00:00,5.0,2.0,139.0,20.0,0.0,101.0,3.0,[Kent Beyda],[Castle Rock Entertainment],"""['Billy Crystal', 'Debra Winger']""",Billy Crystal,,Sony / Columbia,['Marc Shaiman'],['Don Burgess'],[Billy Crystal],"['Billy Crystal', 'Debra Winger']",['Billy Crystal'],[''],['Sony / Columbia'],['Marc Shaiman'],['Don Burgess'],['Billy Crystal'],5800015.90370173,0.5798901904761905,0.0,10323350.972545363,5800042.579988025,3671138.5914615197,1.816406673395445
1873,b4696,w13682,o16553,forgetting sarah marshall,2008,30000000.0,105200000.0,2.506666666666667,2008-04-18 00:00:00,4.0,2.0,109.0,15.0,0.0,111.0,4.0,[William Kerr],[Apatow Productions],"""['Jason Segel', 'Kristen Bell', 'Mila Kunis', 'Russell Brand', 'Bill Hader', 'Paul Rudd', 'Jonah Hill', 'Jason Bateman*', 'Kristen Wiig*']""",['Nick Stoller'],"""['Jason Segel', 'Judd Apatow']""",Universal,['Lyle Workman'],['Russ Alsobrook'],"""['Rodney Rothman', 'Judd Apatow', 'Shauna Robertson', 'Richard Vane']""","['Jason Segel', 'Kristen Bell', 'Mila Kunis', 'Russell Brand', 'Bill Hader', 'Paul Rudd', 'Jonah Hill', 'Jason Bateman', 'Kristen Wiig']",['Nick Stoller'],"['Jason Segel', 'Judd Apatow']",['Universal'],['Lyle Workman'],['Russ Alsobrook'],"['Rodney Rothman', 'Judd Apatow', 'Shauna Robertson', 'Richard Vane']",45281136.50226021,8.277261904761904,3671136.2778097284,5289808.384345475,18.86218199689722,16.161666666666665,88.23319800079402
1874,,w13706,,formosa betrayed ,,6000000.0,225000.0,-0.9625,,,,,,,,,[Howard E. Smith],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,,w13711,o5703,forsaking all others,1934,420069.0,2199000.0,4.23485427394071,2034-12-23 00:00:00,12.0,4.0,357.0,51.0,0.0,83.0,,[Tom Held],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1876,b4709,w13714,,fort apache ,1948,2100000.0,3000000.0,0.42857142857142855,2048-03-09 00:00:00,3.0,1.0,69.0,10.0,0.0,125.0,6.0,[Jack Murray],[Argosy Pictures],"""['John Wayne', 'Henry Fonda', 'Shirley Temple', 'Pedro Armendariz', 'Ward Bond', """"George O'Brien"""", 'Victor McLaglen', 'Anna Lee', 'Irene Rich', 'Dick Foran', 'Guy Kibbee', 'Grant Withers', 'Mae Marsh', 'John Agar']""",['John Ford'],['Frank Nugent'],RKO,['Richard Hageman'],['Archie Stout'],"""['John Ford ', 'Merian C. Cooper ']""","['John Wayne', 'Henry Fonda', 'Shirley Temple', 'Pedro Armendariz', 'Ward Bond', 'George OBrien', 'Victor McLaglen', 'Anna Lee', 'Irene Rich', 'Dick Foran', 'Guy Kibbee', 'Grant Withers', 'Mae Marsh', 'John Agar']",['John Ford'],['Frank Nugent'],['RKO'],['Richard Hageman'],['Archie Stout'],"['John Ford ', 'Merian C. Cooper ']",12688.438711350402,8.67924061430098,2.71432826295075,79.24136141021651,0.27858351657207325,7.421397969735981,6.918279833374173
1877,b4720,w13766,,four brothers ,2005,45000000.0,92500000.0,1.0555555555555556,2005-08-12 00:00:00,8.0,3.0,224.0,32.0,0.0,109.0,4.0,"""[Bruce Cannon, Billy Fox]""",[Di Bonaventura Pictures],"""['Mark Wahlberg', 'Tyrese Gibson', 'Andre Benjamin', 'Garrett Hedlund', 'Terrence Howard', 'Taraji P. Henson']""",['John Singleton'],,Paramount,[David Arnold],[Peter Menzies Jr.],['Lorenzo di Bonaventura'],"['Mark Wahlberg', 'Tyrese Gibson', 'Andre Benjamin', 'Garrett Hedlund', 'Terrence Howard', 'Taraji P. Henson']",['John Singleton'],[''],['Paramount'],['David Arnold'],['Peter Menzies Jr.'],['Lorenzo di Bonaventura'],119.73594317605378,10.14115404992369,0.0,10229619.047976788,18.779017728974143,12.7851281542464,114.90415191467316
1878,b4721,w13767,o16555,four christmases,2008,80000000.0,163700000.0,1.04625,2008-11-26 00:00:00,11.0,4.0,331.0,47.0,1.0,88.0,3.0,"""[Mark Helfrich, Melissa Kent]""","""[Spyglass Entertainment, Birnbaum/Barber Productions, Wild West Picture Show Productions, Type A Films]""","""['Reese Witherspoon', 'Vince Vaughn', 'Robert Duvall', 'Sissy Spacek', 'Jon Voight', 'Jon Favreau', 'Zachary Gordon*']""",['Seth Gordon'],"""['Matt Allen', 'Jon Lucas', 'Scott Moore', 'Caleb Wilson']""",Warner Bros. (New Line),['Alex Wurman'],[Jeffrey L. Kimball],"""['Gary Barber', 'Roger Birnbaum', 'Jonathan Glickman', 'Vince Vaughn']""","['Reese Witherspoon', 'Vince Vaughn', 'Robert Duvall', 'Sissy Spacek', 'Jon Voight', 'Jon Favreau', 'Zachary Gordon']",['Seth Gordon'],"['Matt Allen', 'Jon Lucas', 'Scott Moore', 'Caleb Wilson']",['Warner Bros. (New Line)'],['Alex Wurman'],['Jeffrey L. Kimball'],"['Gary Barber', 'Roger Birnbaum', 'Jonathan Glickman', 'Vince Vaughn']",242.65347850815778,4.076937830687831,29.80313186813187,572.5899426682522,3.752471938112922,72.51455113190333,7937642.999505514
1879,,w13776,o15362,four faces west,1948,1200000.0,1100000.0,-0.08333333333333333,2049-01-10 00:00:00,1.0,1.0,10.0,2.0,0.0,,,[],[],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1880,b4726,w13797,o20668,four rooms,1995,4000000.0,4257354.0,0.06433849999999999,1995-12-22 00:00:00,12.0,4.0,356.0,51.0,1.0,102.0,4.0,"""[Margie Goodspeed, Elena Maganini, Sally Menke, Robert Rodriguez]""",[A Band Apart],"""['Bruce Willis', 'Madonna', 'Antonio Banderas', 'Marisa Tomei*']""","""['Robert Rodriguez*', 'Quentin Tarantino*']""","""['Robert Rodriguez*', 'Quentin Tarantino*']""",Miramax,"""[Combustible Edison, Esquivel]""","""[Rodrigo GarciÌa, Guillermo Navarro, Phil Parmet, Andrzej SekuÅa]""","""['Lawrence Bender', 'Quentin Tarantino']""","['Bruce Willis', 'Madonna', 'Antonio Banderas', 'Marisa Tomei']","['Robert Rodriguez', 'Quentin Tarantino']","['Robert Rodriguez', 'Quentin Tarantino']",['Miramax'],"['Combustible Edison', 'Esquivel']","['Rodrigo GarciÌ\x81a', 'Guillermo Navarro', 'Phil Parmet', 'Andrzej SekuÅ\x82a']","['Lawrence Bender', 'Quentin Tarantino']",6054273.612399917,4499730.130932568,3541239.6724730213,395.84360476501183,0.12867699999999999,49.45760089541725,73.73271180338142
1881,b4729,w13833,o9974,foxcatcher,2014,24000000.0,13600000.0,-0.43333333333333335,2014-11-14 00:00:00,11.0,4.0,318.0,45.0,1.0,134.0,4.0,"""[Stuart Levy, Conor O'Neill, Jay Cassidy]""","""[Annapurna Pictures, Likely Story]""","""['Steve Carell', 'Mark Ruffalo', 'Channing Tatum']""",['Bennett Miller'],,Sony Classics,"""[Rob Simonsen, West Dylan Thordson]""",['Greig Fraser'],['Megan Ellison'],"['Steve Carell', 'Mark Ruffalo', 'Channing Tatum']",['Bennett Miller'],[''],['Sony Classics'],"['Rob Simonsen', 'West Dylan Thordson']",['Greig Fraser'],['Megan Ellison'],3541059.9904148383,6.799238095238095,0.0,8888300.141953092,2.7521315119047616,4.9512745098039215,16.848981106612687
1882,,w13840,,foxy brown ,,500000.0,2460000.0,3.92,,,,,,,,,[Chuck McClelland],,,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1883,,w13853,,frailty ,,11000000.0,17400000.0,0.5818181818181818,,,,,,,,,[Arnold Glassman],"""[David Kirschner Productions, American Entertainment Co., Cinerenta Medienbeteiligungs KG, Cinedelta]""",,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1884,b4737,w13862,o3377,frances ha,2012,3000000.0,11300000.0,2.7666666666666666,2013-05-17 00:00:00,5.0,2.0,137.0,19.0,0.0,86.0,4.0,[Jennifer Lame],,['Greta Gerwig'],['Noah Baumbach'],"""['Noah Baumbach', 'Greta Gerwig']""",IFC,,[Sam Levy],"""[Noah Baumbach, Scott Rudin, Lila Yacoub, Rodrigo Teixeira]""",['Greta Gerwig'],['Noah Baumbach'],"['Noah Baumbach', 'Greta Gerwig']",['IFC'],[''],['Sam Levy'],"['Noah Baumbach', 'Scott Rudin', 'Lila Yacoub', 'Rodrigo Teixeira']",5.587983798015873,9.099999999999998,11.084666666666667,161.30320037061892,0.0,6.433333333333334,86.97515719420825
1885,,w13864,,francis ,,622000.0,2900000.0,3.6623794212218654,,,,,,,,,[],[Universal Pictures],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
1886,,w13871,,francis of assisi ,,2015000.0,1800000.0,-0.10669975186104218,,,,,,,,,[Louis R. Loeffler],[Perseus Productions],,,,,,,,[''],[''],[''],[''],[''],[''],[''],0.0,0.0,0.0,0.0,0.0,0.0,0.0
